,2002,2004,2006,2007,2009,2013,2014,2017,2018,2019,2021,2023
5945,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO
5950,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO
5955,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO
5960,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO
5965,SANGOLQUI,SANGOLQUI,SANGOLQUI,SANGOLQUI,SANGOLQUI,SANGOLQUI,SANGOLQUI,SANGOLQUI,SANGOLQUI,SANGOLQUI,SANGOLQUI,SANGOLQUI
5970,SAN JOSE,SAN JOSE,SAN JOSE,SAN JOSE,SAN JOSE,SAN JOSE,SAN JOSE,SAN JOSE,SAN JOSE,SAN JOSE,SAN JOSE,SAN JOSE
5975,SAN JOSE DE CHIMBO,SAN JOSE DE CHIMBO,SAN JOSE DE CHIMBO,SAN JOSE DE CHIMBO,SAN JOSE DE CHIMBO,SAN JOSE DE CHIMBO,SAN JOSE DE CHIMBO,SAN JOSE DE CHIMBO,SAN JOSE DE CHIMBO,SAN JOSE DE CHIMBO,SAN JOSE DE CHIMBO,SAN JOSE DE CHIMBO
5980,SAN LUIS,SAN LUIS,SAN LUIS,SAN LUIS,SAN LUIS,SAN LUIS,SAN LUIS,SAN LUIS,SAN LUIS,SAN LUIS,SAN LUIS,SAN LUIS
5985,SAN MARCOS,SAN MARCOS,SAN MARCOS,SAN MARCOS,SAN MARCOS,SAN MARCOS,SAN MARCOS,,,,,
5990,SAN MATEO,SAN MATEO,SAN MATEO,SAN MATEO,SAN MATEO,SAN MATEO,SAN MATEO,SAN MATEO,SAN MATEO,SAN MATEO,SAN MATEO,SAN MATEO
5995,SAN MIGUEL,SAN MIGUEL,SAN MIGUEL,SAN MIGUEL,SAN MIGUEL,SAN MIGUEL,SAN MIGUEL,SAN MIGUEL,SAN MIGUEL,SAN MIGUEL,SAN MIGUEL,SAN MIGUEL
6000,SAN M. DE SALCEDO,SAN M. DE SALCEDO,SAN MIGUEL DE SALCEDO,SAN MIGUEL DE SALCEDO,SAN MIGUEL DE SALCEDO,SAN MIGUEL DE SALCEDO,SAN MIGUEL DE SALCEDO,SAN MIGUEL DE SALCEDO,SAN MIGUEL DE SALCEDO,SAN MIGUEL DE SALCEDO,SAN MIGUEL DE SALCEDO,SAN MIGUEL DE SALCEDO
6005,SAN ROQUE,SAN ROQUE,SAN ROQUE,SAN ROQUE,SAN ROQUE,SAN ROQUE,SAN ROQUE,,,,,
6010,SAN SEBASTIAN,SAN SEBASTIAN,SAN SEBASTIAN,SAN SEBASTIAN,SAN SEBASTIAN,SAN SEBASTIAN,SAN SEBASTIAN,SAN SEBASTIAN,SAN SEBASTIAN,SAN SEBASTIAN,SAN SEBASTIAN,SAN SEBASTIAN
6015,SAN SEBASTIAN,SAN SEBASTIAN,SAN SEBASTIAN,SAN SEBASTIAN,SAN SEBASTIAN,SAN SEBASTIAN,SAN SEBASTIAN,SAN SEBASTIAN,SAN SEBASTIAN,SAN SEBASTIAN,SAN SEBASTIAN,SAN SEBASTIAN
6020,SAN SEBASTIAN,SAN SEBASTIAN,SAN SEBASTIAN,SAN SEBASTIAN,SAN SEBASTIAN,SAN SEBASTIAN,SAN SEBASTIAN,,,,,
6025,SAN VICENTE,SAN VICENTE,SAN VICENTE,SAN VICENTE,SAN VICENTE,SAN VICENTE,SAN VICENTE,SAN VICENTE,SAN VICENTE,SAN VICENTE,SAN VICENTE,SAN VICENTE
6030,SANTA ANA,SANTA ANA,SANTA ANA,SANTA ANA,SANTA ANA,SANTA ANA,SANTA ANA,SANTA ANA,SANTA ANA,SANTA ANA,SANTA ANA,SANTA ANA
6035,SANTA BARBARA,SANTA BARBARA,SANTA BARBARA,SANTA BARBARA,SANTA BARBARA,SANTA BARBARA,SANTA BARBARA,,,,,
6040,SANTA ELENA/ANCON,SANTA ELENA,SANTA ELENA,SANTA ELENA,SANTA ELENA,SANTA ELENA,SANTA ELENA,SANTA ELENA,SANTA ELENA,SANTA ELENA,SANTA ELENA,SANTA ELENA
6045,SANTA ISABEL,SANTA ISABEL,SANTA ISABEL,SANTA ISABEL,SANTA ISABEL,SANTA ISABEL,SANTA ISABEL,SANTA ISABEL,SANTA ISABEL,SANTA ISABEL,SANTA ISABEL,SANTA ISABEL
6050,SANTA PRISCA,SANTA PRISCA,SANTA PRISCA,SANTA PRISCA,SANTA PRISCA,SANTA PRISCA,SANTA PRISCA,,,,,
6055,SANTA RITA,SANTA RITA,SANTA RITA,SANTA RITA,SANTA RITA,SANTA RITA,SANTA RITA,SANTA RITA,SANTA RITA,SANTA RITA,SANTA RITA,SANTA RITA
6060,SANTA ROSA,SANTA ROSA,SANTA ROSA,SANTA ROSA,SANTA ROSA,SANTA ROSA,SANTA ROSA,SANTA ROSA,SANTA ROSA,SANTA ROSA,SANTA ROSA,SANTA ROSA
6065,S.DOMINGO DE LOS C,S.DOMINGO DE LOS C,S. DOMINGO DE LOS CLDS.,S. DOMINGO DE LOS CLDS.,SANTO DOMINGO,SANTO DOMINGO,SANTO DOMINGO,SANTO DOMINGO,SANTO DOMINGO,SANTO DOMINGO,SANTO DOMINGO,SANTO DOMINGO
6070,SAQUISILI,SAQUISILI,SAQUISILI,SAQUISILI,SAQUISILI,SAQUISILI,SAQUISILI,SAQUISILI,SAQUISILI,SAQUISILI,SAQUISILI,SAQUISILI
6075,SARAGURO,SARAGURO,SARAGURO,SARAGURO,SARAGURO,SARAGURO,SARAGURO,SARAGURO,SARAGURO,SARAGURO,SARAGURO,SARAGURO
6080,SICALPA,SICALPA,SICALPA,SICALPA,SICALPA,SICALPA,SICALPA,SICALPA,SICALPA,SICALPA,SICALPA,SICALPA
6085,SIGSIG,SIGSIG,SIGSIG,SIGSIG,SIGSIG,SIGSIG,SIGSIG,SIGSIG,SIGSIG,SIGSIG,SIGSIG,SIGSIG
6090,SUCRE,SUCRE,SUCRE,SUCRE,SUCRE,SUCRE,SUCRE,SUCRE,SUCRE,SUCRE,SUCRE,SUCRE
6095,SUCRE,SUCRE,SUCRE,SUCRE,SUCRE,SUCRE,SUCRE,SUCRE,SUCRE,SUCRE,SUCRE,SUCRE
6100,SUCRE,SUCRE,SUCRE,SUCRE,SUCRE,SUCRE,SUCRE,SUCRE,SUCRE,SUCRE,SUCRE,SUCRE
6105,SUCRE,SUCRE,SUCRE,SUCRE,SUCRE,SUCRE,SUCRE,SUCRE,SUCRE,SUCRE,SUCRE,SUCRE
6110,SUCUA,SUCUA,SUCUA,SUCUA,SUCUA,SUCUA,SUCUA,SUCUA,SUCUA,SUCUA,SUCUA,SUCUA
6115,SAN CAMILO,SAN CAMILO,SAN CAMILO,SAN CAMILO,SAN CAMILO,SAN CAMILO,SAN CAMILO,SAN CAMILO,SAN CAMILO,SAN CAMILO,SAN CAMILO,SAN CAMILO
6120,SOZORANGA,SOZORANGA,SOZORANGA,SOZORANGA,SOZORANGA,SOZORANGA,SOZORANGA,SOZORANGA,SOZORANGA,SOZORANGA,SOZORANGA,SOZORANGA
6125,PUERTO QUITO,PUERTO QUITO,PUERTO QUITO,PUERTO QUITO,PUERTO QUITO,PUERTO QUITO,PUERTO QUITO,PUERTO QUITO,PUERTO QUITO,PUERTO QUITO,PUERTO QUITO,PUERTO QUITO
6130,SAN LORENZO,SAN LORENZO,SAN LORENZO,SAN LORENZO,SAN LORENZO,SAN LORENZO,SAN LORENZO,SAN LORENZO,SAN LORENZO,SAN LORENZO,SAN LORENZO,SAN LORENZO
6135,SAN MATEO,SAN MATEO,SAN MATEO,SAN MATEO,SAN MATEO,SAN MATEO,SAN MATEO,SAN MATEO,SAN MATEO,SAN MATEO,SAN MATEO,SAN MATEO
6140,SHUSHUFINDI CENTRA,SHUSHUFINDI CENTRA,SHUSHUFINDI CENTRAL,SHUSHUFINDI CENTRAL,SHUSHUFINDI CENTRAL,SHUSHUFINDI CENTRAL,SHUSHUFINDI CENTRAL,SHUSHUFINDI CENTRAL,SHUSHUFINDI CENTRAL,SHUSHUFINDI CENTRAL,SHUSHUFINDI CENTRAL,SHUSHUFINDI CENTRAL
6145,TABACUNDO,TABACUNDO,TABACUNDO,TABACUNDO,TABACUNDO,TABACUNDO,TABACUNDO,TABACUNDO,TABACUNDO,TABACUNDO,TABACUNDO,TABACUNDO
6150,TARQUI,TARQUI,TARQUI,TARQUI,TARQUI,TARQUI,TARQUI,TARQUI,TARQUI,TARQUI,TARQUI,TARQUI
6155,TARQUI,TARQUI,TARQUI,TARQUI,TARQUI,TARQUI,TARQUI,TARQUI,TARQUI,TARQUI,TARQUI,TARQUI
6160,TENA,TENA,TENA,TENA,TENA,TENA,TENA,TENA,TENA,TENA,TENA,TENA
6165,TULCAN,TULCAN,TULCAN,TULCAN,TULCAN,TULCAN,TULCAN,TULCAN,TULCAN,TULCAN,TULCAN,TULCAN
6170,TOSAGUA,TOSAGUA,TOSAGUA,TOSAGUA,TOSAGUA,TOSAGUA,TOSAGUA,TOSAGUA,TOSAGUA,TOSAGUA,TOSAGUA,TOSAGUA
6175,CHIGUILPE,CHIGUILPE,CHIGUILPE,CHIGUILPE,CHIGUILPE,CHIGUILPE,CHIGUILPE,CHIGUILPE,CHIGUILPE,CHIGUILPE,CHIGUILPE,CHIGUILPE
6180,ZARACAY,ZARACAY,ZARACAY,ZARACAY,ZARACAY,ZARACAY,ZARACAY,ZARACAY,ZARACAY,ZARACAY,ZARACAY,ZARACAY
6185,URDANETA,URDANETA,URDANETA,URDANETA,URDANETA,URDANETA,URDANETA,URDANETA,URDANETA,URDANETA,URDANETA,URDANETA
6190,URCUQUI,URCUQUI,URCUQUI,URCUQUI,URCUQUI,URCUQUI,URCUQUI,URCUQUI,URCUQUI,URCUQUI,URCUQUI,URCUQUI
6195,4 DE DICIEMBRE,4 DE DICIEMBRE,4 DE DICIEMBRE,4 DE DICIEMBRE,4 DE DICIEMBRE,4 DE DICIEMBRE,4 DE DICIEMBRE,4 DE DICIEMBRE,4 DE DICIEMBRE,4 DE DICIEMBRE,4 DE DICIEMBRE,4 DE DICIEMBRE
6200,LA JOYA DE LOS SAC,LA JOYA DE LOS SAC,LA JOYA DE LOS SACHAS,LA JOYA DE LOS SACHAS,LA JOYA DE LOS SACHAS,LA JOYA DE LOS SACHAS,LA JOYA DE LOS SACHAS,LA JOYA DE LOS SACHAS,LA JOYA DE LOS SACHAS,LA JOYA DE LOS SACHAS,LA JOYA DE LOS SACHAS,LA JOYA DE LOS SACHAS
6205,VALDEZ/LIMONES/,VALDEZ/LIMONES/,VALDEZ/LIMONES/,VALDEZ/LIMONES/,VALDEZ/LIMONES/,VALDEZ/LIMONES/,VALDEZ/LIMONES/,VALDEZ/LIMONES/,VALDEZ/LIMONES/,VALDEZ/LIMONES/,VALDEZ/LIMONES/,VALDEZ/LIMONES/
6210,VALLE,VALLE,VALLE,VALLE,VALLE,VALLE,VALLE,VALLE,VALLE,VALLE,EL VALLE,EL VALLE
6215,28 DE MAYO,28 DE MAYO,28 DE MAYO,28 DE MAYO,28 DE MAYO,28 DE MAYO,28 DE MAYO,28 DE MAYO,28 DE MAYO,28 DE MAYO,28 DE MAYO,28 DE MAYO
6220,VELASCO,VELASCO,VELASCO,VELASCO,VELASCO,VELASCO,VELASCO,VELASCO,VELASCO,VELASCO,VELASCO,VELASCO
6225,VELASCO IBARRA,VELASCO IBARRA,VELASCO IBARRA,VELASCO IBARRA,VELASCO IBARRA,VELASCO IBARRA,VELASCO IBARRA,VELASCO IBARRA,VELASCO IBARRA,VELASCO IBARRA,VELASCO IBARRA,VELASCO IBARRA
6230,VELOZ,VELOZ,VELOZ,VELOZ,VELOZ,VELOZ,VELOZ,VELOZ,VELOZ,VELOZ,VELOZ,VELOZ
6235,VENTANAS,VENTANAS,VENTANAS,VENTANAS,VENTANAS,VENTANAS,VENTANAS,VENTANAS,VENTANAS,VENTANAS,VENTANAS,VENTANAS
6240,VILLA FLORA,VILLA FLORA,VILLA FLORA,VILLA FLORA,VILLA FLORA,VILLA FLORA,VILLA FLORA,,,,,
6245,VINCES,VINCES,VINCES,VINCES,VINCES,VINCES,VINCES,VINCES,VINCES,VINCES,VINCES,VINCES
6250,27 DE SEPTIEMBRE,27 DE SEPTIEMBRE,27 DE SEPTIEMBRE,27 DE SEPTIEMBRE,27 DE SEPTIEMBRE,27 DE SEPTIEMBRE,27 DE SEPTIEMBRE,27 DE SEPTIEMBRE,27 DE SEPTIEMBRE,27 DE SEPTIEMBRE,27 DE SEPTIEMBRE,27 DE SEPTIEMBRE
6255,GRAL.VILLAMIL/PLAY,GRAL.VILLAMIL/PLAY,GRAL.VILLAMIL / PLAYAS,GRAL.VILLAMIL / PLAYAS,GRAL.VILLAMIL / PLAYAS,GRAL.VILLAMIL / PLAYAS,GRAL.VILLAMIL / PLAYAS,GRAL.VILLAMIL / PLAYAS,GRAL.VILLAMIL / PLAYAS,GRAL.VILLAMIL / PLAYAS,GRAL.VILLAMIL / PLAYAS,GRAL.VILLAMIL / PLAYAS
6260,QUILANGA/LA PAZ,QUILANGA/LA PAZ,QUILANGA /LA PAZ,QUILANGA /LA PAZ,QUILANGA /LA PAZ,QUILANGA /LA PAZ,QUILANGA /LA PAZ,QUILANGA /LA PAZ,QUILANGA /LA PAZ,QUILANGA /LA PAZ,QUILANGA /LA PAZ,QUILANGA /LA PAZ
6265,XIMENA,XIMENA,XIMENA,XIMENA,XIMENA,XIMENA,XIMENA,XIMENA,XIMENA,XIMENA,XIMENA,XIMENA
6270,GRAL.ALB.ENR.GALLO,GRAL.ALB.ENR.GALLO,GRAL. A. E. GALLO,GRAL. A. E. GALLO,GRAL. A. E. GALLO,GRAL. A. E. GALLO,GRAL. A. E. GALLO,GRAL. A. E. GALLO,GRAL. A. E. GALLO,GRAL. A. E. GALLO,GRAL. A. E. GALLO,GRAL. A. E. GALLO
6275,VICENTE ROCAFUERTE,VICENTE ROCAFUERTE,VICENTE ROCAFUERTE,VICENTE ROCAFUERTE,VICENTE ROCAFUERTE,VICENTE ROCAFUERTE,VICENTE ROCAFUERTE,VICENTE ROCAFUERTE,VICENTE ROCAFUERTE,VICENTE ROCAFUERTE,VICENTE ROCAFUERTE,VICENTE ROCAFUERTE
6280,CARLOS ESPINOZA LARREA,CARLOS ESPINOZA LARREA,CARLOS ESPINOZA LARREA,CARLOS ESPINOZA LARREA,CARLOS ESPINOZA LARREA,CARLOS ESPINOZA LARREA,CARLOS ESPINOZA LARREA,CARLOS ESPINOZA LARREA,CARLOS ESPINOZA LARREA,CARLOS ESPINOZA LARREA,CARLOS ESPINOZA LARREA,CARLOS ESPINOZA LARREA
6285,YAGUACHI NUEVO,YAGUACHI NUEVO,YAGUACHI NUEVO,YAGUACHI NUEVO,YAGUACHI NUEVO,YAGUACHI NUEVO,YAGUACHI NUEVO,YAGUACHI NUEVO,YAGUACHI NUEVO,YAGUACHI NUEVO,YAGUACHI NUEVO,YAGUACHI NUEVO
6290,YARUQUIES,YARUQUIES,YARUQUIES,YARUQUIES,YARUQUIES,YARUQUIES,YARUQUIES,YARUQUIES,YARUQUIES,YARUQUIES,YARUQUIES,YARUQUIES
6295,YANZATZA,YANZATZA,YANZATZA,YANZATZA,YANZATZA,YANZATZA,YANZATZA,YANZATZA,YANZATZA,YANZATZA,YANZATZA,YANZATZA
6300,LUMBAQUI,LUMBAQUI,LUMBAQUI,LUMBAQUI,LUMBAQUI,LUMBAQUI,LUMBAQUI,LUMBAQUI,LUMBAQUI,LUMBAQUI,LUMBAQUI,LUMBAQUI
6305,ZAMORA,ZAMORA,ZAMORA,ZAMORA,ZAMORA,ZAMORA,ZAMORA,ZAMORA,ZAMORA,ZAMORA,ZAMORA,ZAMORA
6310,ZARUMA,ZARUMA,ZARUMA,ZARUMA,ZARUMA,ZARUMA,ZARUMA,ZARUMA,ZARUMA,ZARUMA,ZARUMA,ZARUMA
6315,ZUMBA,ZUMBA,ZUMBA,ZUMBA,ZUMBA,ZUMBA,ZUMBA,ZUMBA,ZUMBA,ZUMBA,ZUMBA,ZUMBA
6320,ZAPOTILLO,ZAPOTILLO,ZAPOTILLO,ZAPOTILLO,ZAPOTILLO,ZAPOTILLO,ZAPOTILLO,ZAPOTILLO,ZAPOTILLO,ZAPOTILLO,ZAPOTILLO,ZAPOTILLO
6325,EL DORADO DE CASCA,EL DORADO DE CASCA,EL DORADO DE CASCALES,EL DORADO DE CASCALES,EL DORADO DE CASCALES,EL DORADO DE CASCALES,EL DORADO DE CASCALES,EL DORADO DE CASCALES,EL DORADO DE CASCALES,EL DORADO DE CASCALES,EL DORADO DE CASCALES,EL DORADO DE CASCALES
6330,PALENQUE,PALENQUE,PALENQUE,PALENQUE,PALENQUE,PALENQUE,PALENQUE,PALENQUE,PALENQUE,PALENQUE,PALENQUE,PALENQUE
6335,LA VICTORIA/LAS LA,LA VICTORIA/LAS LA,LA VICTORIA/LAS LAJAS,LA VICTORIA/LAS LAJAS,LA VICTORIA/LAS LAJAS,LA VICTORIA/LAS LAJAS,LA VICTORIA/LAS LAJAS,LA VICTORIA/LAS LAJAS,LA VICTORIA/LAS LAJAS,LA VICTORIA/LAS LAJAS,LA VICTORIA/LAS LAJAS,LA VICTORIA/LAS LAJAS
6340,CALUMA/SAN ANTONIO,CALUMA/SAN ANTONIO,CALUMA / SAN ANTONIO/,CALUMA / SAN ANTONIO/,CALUMA / SAN ANTONIO/,CALUMA / SAN ANTONIO/,CALUMA / SAN ANTONIO/,CALUMA / SAN ANTONIO/,CALUMA / SAN ANTONIO/,CALUMA / SAN ANTONIO/,CALUMA / SAN ANTONIO/,CALUMA / SAN ANTONIO/
6345,EL TAMBO,EL TAMBO,EL TAMBO,EL TAMBO,EL TAMBO,EL TAMBO,EL TAMBO,EL TAMBO,EL TAMBO,EL TAMBO,EL TAMBO,EL TAMBO
6350,S.MIGUEL DE LOS BA,S.MIGUEL DE LOS BA,S. MIGUEL DE LOS BANCOS,S. MIGUEL DE LOS BANCOS,S. MIGUEL DE LOS BANCOS,S. MIGUEL DE LOS BANCOS,S. MIGUEL DE LOS BANCOS,S. MIGUEL DE LOS BANCOS,S. MIGUEL DE LOS BANCOS,S. MIGUEL DE LOS BANCOS,S. MIGUEL DE LOS BANCOS,S. MIGUEL DE LOS BANCOS
6355,EL PANGUI,EL PANGUI,EL PANGUI,EL PANGUI,EL PANGUI,EL PANGUI,EL PANGUI,EL PANGUI,EL PANGUI,EL PANGUI,EL PANGUI,EL PANGUI
6360,ONA,ONA,ONA,ONA,ONA,ONA,ONA,ONA,ONA,ONA,ONA,ONA
6365,LOMA DE FRANCO,LOMA DE FRANCO,LOMA DE FRANCO,LOMA DE FRANCO,LOMA DE FRANCO,LOMA DE FRANCO,LOMA DE FRANCO,LOMA DE FRANCO,LOMA DE FRANCO,LOMA DE FRANCO,LOMA DE FRANCO,LOMA DE FRANCO
6370,BOLIVAR,BOLIVAR,BOLIVAR,BOLIVAR,BOLIVAR,BOLIVAR,BOLIVAR,BOLIVAR,BOLIVAR,BOLIVAR,BOLIVAR,BOLIVAR
6375,TRES CERRITOS,TRES CERRITOS,TRES CERRITOS,TRES CERRITOS,TRES CERRITOS,TRES CERRITOS,TRES CERRITOS,TRES CERRITOS,TRES CERRITOS,TRES CERRITOS,TRES CERRITOS,TRES CERRITOS
6380,ATACAMES,ATACAMES,ATACAMES,ATACAMES,ATACAMES,ATACAMES,ATACAMES,ATACAMES,ATACAMES,ATACAMES,ATACAMES,ATACAMES
6385,SIMON BOLIVAR,SIMON BOLIVAR,SIMON BOLIVAR,SIMON BOLIVAR,SIMON BOLIVAR,SIMON BOLIVAR,SIMON BOLIVAR,SIMON BOLIVAR,SIMON BOLIVAR,SIMON BOLIVAR,SIMON BOLIVAR,SIMON BOLIVAR
6390,HUAMBOYA,HUAMBOYA,HUAMBOYA,HUAMBOYA,HUAMBOYA,HUAMBOYA,HUAMBOYA,HUAMBOYA,HUAMBOYA,HUAMBOYA,HUAMBOYA,HUAMBOYA
6395,SANTA CLARA,SANTA CLARA,SANTA CLARA,SANTA CLARA,SANTA CLARA,SANTA CLARA,SANTA CLARA,SANTA CLARA,SANTA CLARA,SANTA CLARA,SANTA CLARA,SANTA CLARA
6400,CHONGON,CHONGON,CHONGON,CHONGON,CHONGON,,CHONGON,,,,,
6405,PASCUALES,PASCUALES,PASCUALES,PASCUALES,PASCUALES,PASCUALES,PASCUALES,PASCUALES,PASCUALES,PASCUALES,PASCUALES,PASCUALES
6410,CRNL MARCELINO MARIDUENAS,CRNL MARCELINO MARIDUENAS,CRNL MARCELINO MARIDUENAS,CRNL MARCELINO MARIDUENAS,CRNL MARCELINO MARIDUENAS,CRNL MARCELINO MARIDUENAS,CRNL MARCELINO MARIDUENAS,CRNL. MARCELINO MARIDUENAS,CRNL MARCELINO MARIDUENAS,CRNL MARCELINO MARIDUENAS,CRNL MARCELINO MARIDUENAS,CRNL MARCELINO MARIDUENAS
6415,PEDRO VICENTE MALD,PEDRO VICENTE MALD,PEDRO VICENTE MALDONADO,PEDRO VICENTE MALDONADO,PEDRO VICENTE MALDONADO,PEDRO VICENTE MALDONADO,PEDRO VICENTE MALDONADO,PEDRO VICENTE MALDONADO,PEDRO VICENTE MALDONADO,PEDRO VICENTE MALDONADO,PEDRO VICENTE MALDONADO,PEDRO VICENTE MALDONADO
6420,CUMANDA,CUMANDA,CUMANDA,CUMANDA,CUMANDA,CUMANDA,CUMANDA,CUMANDA,CUMANDA,CUMANDA,CUMANDA,CUMANDA
6425,DELEG,DELEG,DELEG,DELEG,DELEG,DELEG,DELEG,DELEG,DELEG,DELEG,DELEG,DELEG
6430,PEDERNALES,PEDERNALES,PEDERNALES,PEDERNALES,PEDERNALES,PEDERNALES,PEDERNALES,PEDERNALES,PEDERNALES,PEDERNALES,PEDERNALES,PEDERNALES
6435,CHORDELEG,CHORDELEG,CHORDELEG,CHORDELEG,CHORDELEG,CHORDELEG,CHORDELEG,CHORDELEG,CHORDELEG,CHORDELEG,CHORDELEG,CHORDELEG
6440,LOMAS DE SARGENTILLO,LOMAS DE SARGENTILLO,LOMAS DE SARGENTILLO,LOMAS DE SARGENTILLO,LOMAS DE SARGENTILLO,LOMAS DE SARGENTILLO,LOMAS DE SARGENTILLO,LOMAS DE SARGENTILLO,LOMAS DE SARGENTILLO,LOMAS DE SARGENTILLO,LOMAS DE SARGENTILLO,LOMAS DE SARGENTILLO
6445,SAN JUAN BOSCO,SAN JUAN BOSCO,SAN JUAN BOSCO,SAN JUAN BOSCO,SAN JUAN BOSCO,SAN JUAN BOSCO,SAN JUAN BOSCO,SAN JUAN BOSCO,SAN JUAN BOSCO,SAN JUAN BOSCO,SAN JUAN BOSCO,SAN JUAN BOSCO
6450,SIGCHOS,SIGCHOS,SIGCHOS,SIGCHOS,SIGCHOS,SIGCHOS,SIGCHOS,SIGCHOS,SIGCHOS,SIGCHOS,SIGCHOS,SIGCHOS
6455,LORETO,LORETO,LORETO,LORETO,LORETO,LORETO,LORETO,LORETO,LORETO,LORETO,LORETO,LORETO
6460,NARCISA DE JESUS,NARCISA DE JESUS,NARCISA DE JESUS,NARCISA DE JESUS,NARCISA DE JESUS,NARCISA DE JESUS,NARCISA DE JESUS,NARCISA DE JESUS,NARCISA DE JESUS,NARCISA DE JESUS,NARCISA DE JESUS,NARCISA DE JESUS
6465,SN JACINTO DE BUENA FE,SN JACINTO DE BUENA FE,SN JACINTO DE BUENA FE,SN JACINTO DE BUENA FE,SN JACINTO DE BUENA FE,SN JACINTO DE BUENA FE,SN JACINTO DE BUENA FE,SAN JACINTO DE BUENA FE,SN JACINTO DE BUENA FE,SN JACINTO DE BUENA FE,SN JACINTO DE BUENA FE,SN JACINTO DE BUENA FE
6470,LAS NAVES,LAS NAVES,LAS NAVES,LAS NAVES,LAS NAVES,LAS NAVES,LAS NAVES,LAS NAVES,LAS NAVES,LAS NAVES,LAS NAVES,LAS NAVES
6475,LAS MERCEDES,LAS MERCEDES,LAS MERCEDES,LAS MERCEDES,LAS MERCEDES,LAS MERCEDES,LAS MERCEDES,LAS MERCEDES,LAS MERCEDES,LAS MERCEDES,LAS MERCEDES,LAS MERCEDES
6480,SEVILLA DE ORO,SEVILLA DE ORO,SEVILLA DE ORO,SEVILLA DE ORO,SEVILLA DE ORO,SEVILLA DE ORO,SEVILLA DE ORO,SEVILLA DE ORO,SEVILLA DE ORO,SEVILLA DE ORO,SEVILLA DE ORO,SEVILLA DE ORO
6485,EL PAN,EL PAN,EL PAN,EL PAN,EL PAN,EL PAN,EL PAN,EL PAN,EL PAN,EL PAN,EL PAN,EL PAN
6490,9 DE MAYO,9 DE MAYO,9 DE MAYO,9 DE MAYO,9 DE MAYO,9 DE MAYO,9 DE MAYO,9 DE MAYO,9 DE MAYO,9 DE MAYO,9 DE MAYO,9 DE MAYO
6495,OLMEDO/PUCA,OLMEDO/PUCA,OLMEDO /PUCA,OLMEDO /PUCA,OLMEDO /PUCA,OLMEDO /PUCA,OLMEDO /PUCA,OLMEDO /PUCA,OLMEDO /PUCA,OLMEDO /PUCA,OLMEDO /PUCA,OLMEDO /PUCA
6500,EL CARMEN PUTUMAYO,EL CARMEN PUTUMAYO,EL CARMEN PUTUMAYO,EL CARMEN DE PUTUMAYO,EL CARMEN DE PUTUMAYO,EL CARMEN DE PUTUMAYO,EL CARMEN DE PUTUMAYO,EL CARMEN DE PUTUMAYO,EL CARMEN DE PUTUMAYO,EL CARMEN DE PUTUMAYO,EL CARMEN DE PUTUMAYO,EL CARMEN DE PUTUMAYO
6505,PUERTO AYORA,PUERTO AYORA,PUERTO AYORA,PUERTO AYORA,PUERTO AYORA,PUERTO AYORA,PUERTO AYORA,PUERTO AYORA,PUERTO AYORA,PUERTO AYORA,PUERTO AYORA,PUERTO AYORA
6510,PUERTO BAQUERIZO M,PUERTO BAQUERIZO M,PTO. BAQUERIZO MORENO,PTO. BAQUERIZO MORENO,PTO. BAQUERIZO MORENO,PTO. BAQUERIZO MORENO,PTO. BAQUERIZO MORENO,PTO. BAQUERIZO MORENO,PTO. BAQUERIZO MORENO,PTO. BAQUERIZO MORENO,PTO. BAQUERIZO MORENO,PTO. BAQUERIZO MORENO
6515,PUERTO VILLAMIL,PUERTO VILLAMIL,PUERTO VILLAMIL,PUERTO VILLAMIL,PUERTO VILLAMIL,PUERTO VILLAMIL,PUERTO VILLAMIL,PUERTO VILLAMIL,PUERTO VILLAMIL,PUERTO VILLAMIL,PUERTO VILLAMIL,PUERTO VILLAMIL
6520,BOLIVAR,BOLIVAR,BOLIVAR,BOLIVAR,BOLIVAR,BOLIVAR,BOLIVAR,BOLIVAR,BOLIVAR,BOLIVAR,BOLIVAR,BOLIVAR
